disease_id	external_id	source	url	name
DISEASE:14925	611895	OMIM	https://www.omim.org/entry/611895	Amyotrophic lateral sclerosis 9
DISEASE:14926	611884	OMIM	https://www.omim.org/entry/611884	Ciliary dyskinesia, primary, 7
DISEASE:14927	611880	OMIM	https://www.omim.org/entry/611880	Cardiomyopathy, dilated, 2A
DISEASE:14928	611879	OMIM	https://www.omim.org/entry/611879	Cardiomyopathy, dilated, 1Z
DISEASE:14929	611878	OMIM	https://www.omim.org/entry/611878	Cardiomyopathy, dilated, 1Y
DISEASE:14930	611876	OMIM	https://www.omim.org/entry/611876	Brugada syndrome 4
DISEASE:14931	611875	OMIM	https://www.omim.org/entry/611875	Brugada syndrome 3
DISEASE:14932	611820	OMIM	https://www.omim.org/entry/611820	Long QT syndrome 11
DISEASE:14933	611819	OMIM	https://www.omim.org/entry/611819	Long QT syndrome 10
DISEASE:14934	611818	OMIM	https://www.omim.org/entry/611818	Long QT syndrome 9
DISEASE:14935	613688	OMIM	https://www.omim.org/entry/613688	Long QT syndrome 2
DISEASE:14936	611804	OMIM	https://www.omim.org/entry/611804	Elliptocytosis 1
DISEASE:14937	602482	OMIM	https://www.omim.org/entry/602482	Axenfeld-Rieger syndrome, type 3
DISEASE:14938	615043	OMIM	https://www.omim.org/entry/615043	Spastic paraplegia 43, autosomal recessive
DISEASE:14939	312600	OMIM	https://www.omim.org/entry/312600	Retinitis pigmentosa 2, X-linked
DISEASE:14940	181000	OMIM	https://www.omim.org/entry/181000	Sarcoidosis, susceptibility to, 1
DISEASE:14941	611584	OMIM	https://www.omim.org/entry/611584	Waardenburg syndrome, type 2E
DISEASE:14942	300048	OMIM	https://www.omim.org/entry/300048	Intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked
DISEASE:14943	613079	OMIM	https://www.omim.org/entry/613079	Deafness, autosomal recessive 77
DISEASE:14944	612841	OMIM	https://www.omim.org/entry/612841	Hypotrichosis 5
DISEASE:14945	612838	OMIM	https://www.omim.org/entry/612838	Brugada syndrome 5
DISEASE:14946	612798	OMIM	https://www.omim.org/entry/612798	Question mark ears, isolated
DISEASE:14947	612794	OMIM	https://www.omim.org/entry/612794	Atrial septal defect 5
DISEASE:14948	612783	OMIM	https://www.omim.org/entry/612783	Immunodeficiency 10
DISEASE:14949	612782	OMIM	https://www.omim.org/entry/612782	Immunodeficiency 9
DISEASE:14950	600638	OMIM	https://www.omim.org/entry/600638	Fibrosis of extraocular muscles, congenital, 3A, with or without extraocularinvolvement
DISEASE:14951	400045	OMIM	https://www.omim.org/entry/400045	46XX sex reversal 1
DISEASE:14952	400044	OMIM	https://www.omim.org/entry/400044	46XY sex reversal 1
DISEASE:14953	300807	OMIM	https://www.omim.org/entry/300807	Thrombophilia, X-linked, due to factor IX defect
DISEASE:14954	300804	OMIM	https://www.omim.org/entry/300804	Joubert syndrome 10
DISEASE:14955	300803	OMIM	https://www.omim.org/entry/300803	Mental retardation, X-linked 97
DISEASE:14956	300455	OMIM	https://www.omim.org/entry/300455	Retinitis pigmentosa, X-linked, and sinorespiratory infections, withor without deafness
DISEASE:14957	257850	OMIM	https://www.omim.org/entry/257850	Oculodentodigital dysplasia, autosomal recessive
DISEASE:14958	256700	OMIM	https://www.omim.org/entry/256700	Neuroblastoma, susceptibility to
DISEASE:14959	250800	OMIM	https://www.omim.org/entry/250800	Methemoglobinemia due to deficiency of methemoglobin reductase
DISEASE:14960	601775	OMIM	https://www.omim.org/entry/601775	Megaloblastic anemia, folate-responsive
DISEASE:14961	612952	OMIM	https://www.omim.org/entry/612952	Aicardi-Goutieres syndrome 5
DISEASE:14962	225300	OMIM	https://www.omim.org/entry/225300	Split-Hand/foot malformation 6
DISEASE:14963	211400	OMIM	https://www.omim.org/entry/211400	Bronchiectasis with or without elevated sweat chloride 1
DISEASE:14964	612075	OMIM	https://www.omim.org/entry/612075	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)
DISEASE:14965	612073	OMIM	https://www.omim.org/entry/612073	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)
DISEASE:14966	611225	OMIM	https://www.omim.org/entry/611225	Spastic paraplegia 18, autosomal recessive
DISEASE:14967	188580	OMIM	https://www.omim.org/entry/188580	Thyrotoxic periodic paralysis, susceptibility to, 1
DISEASE:14968	616516	OMIM	https://www.omim.org/entry/616516	Emery-Dreifuss muscular dystrophy 3, autosomal recessive
DISEASE:14969	613345	OMIM	https://www.omim.org/entry/613345	Hypokalemic periodic paralysis, type 2
DISEASE:14970	613341	OMIM	https://www.omim.org/entry/613341	Leber congenital amaurosis 14
DISEASE:14971	613325	OMIM	https://www.omim.org/entry/613325	Rhabdoid tumor predisposition syndrome 2
DISEASE:14972	613312	OMIM	https://www.omim.org/entry/613312	Hypophosphatemic rickets, autosomal recessive, 2
DISEASE:14973	613310	OMIM	https://www.omim.org/entry/613310	Exudative vitreoretinopathy 5
DISEASE:14974	613309	OMIM	https://www.omim.org/entry/613309	Diamond-Blackfan anemia 10
DISEASE:14975	613308	OMIM	https://www.omim.org/entry/613308	Diamond-Blackfan anemia 9
DISEASE:14976	613307	OMIM	https://www.omim.org/entry/613307	Deafness, autosomal recessive 79
DISEASE:14977	613291	OMIM	https://www.omim.org/entry/613291	Bile acid malabsorption, primary
DISEASE:14978	613286	OMIM	https://www.omim.org/entry/613286	Cardiomyopathy, dilated, 1FF
DISEASE:14979	610551	OMIM	https://www.omim.org/entry/610551	Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 1
DISEASE:14980	610185	OMIM	https://www.omim.org/entry/610185	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome2
DISEASE:14981	610042	OMIM	https://www.omim.org/entry/610042	Pitt-Hopkins like syndrome 1
DISEASE:14982	613270	OMIM	https://www.omim.org/entry/613270	Corneal dystrophy, fuchs endothelial, 6
DISEASE:14983	613268	OMIM	https://www.omim.org/entry/613268	Corneal dystrophy, Fuchs endothelial, 4
DISEASE:14984	613267	OMIM	https://www.omim.org/entry/613267	Corneal dystrophy, fuchs endothelial, 3
DISEASE:14985	613266	OMIM	https://www.omim.org/entry/613266	Waardenburg syndrome, type 4C
DISEASE:14986	613265	OMIM	https://www.omim.org/entry/613265	Waardenburg syndrome, type 4B
DISEASE:14987	613255	OMIM	https://www.omim.org/entry/613255	Cardiomyopathy, familial hypertrophic, 15
DISEASE:14988	613252	OMIM	https://www.omim.org/entry/613252	Cardiomyopathy, dilated, 1EE
DISEASE:14989	613251	OMIM	https://www.omim.org/entry/613251	Cardiomyopathy, familial hypertrophic, 14
DISEASE:14990	613244	OMIM	https://www.omim.org/entry/613244	Colorectal cancer, hereditary nonpolyposis, type 8
DISEASE:14991	613243	OMIM	https://www.omim.org/entry/613243	Cardiomyopathy, familial hypertrophic, 13
DISEASE:14992	613239	OMIM	https://www.omim.org/entry/613239	Thyrotoxic periodic paralysis, susceptibility to, 2
DISEASE:14993	613237	OMIM	https://www.omim.org/entry/613237	Glomerulosclerosis, focal segmental, 5
DISEASE:14994	613235	OMIM	https://www.omim.org/entry/613235	Factor XIIIB deficiency
DISEASE:14995	613227	OMIM	https://www.omim.org/entry/613227	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome3
DISEASE:14996	613225	OMIM	https://www.omim.org/entry/613225	Factor XIII, A subunit, deficiency of
DISEASE:14997	608194	OMIM	https://www.omim.org/entry/608194	Cone-rod dystrophy 13
DISEASE:14998	613224	OMIM	https://www.omim.org/entry/613224	Noonan syndrome 6
DISEASE:14999	613217	OMIM	https://www.omim.org/entry/613217	Diarrhea 5, with tufting enteropathy, congenital
DISEASE:15000	613216	OMIM	https://www.omim.org/entry/613216	Night blindness, congenital stationary (complete), 1C, autosomal recessive
DISEASE:15001	613211	OMIM	https://www.omim.org/entry/613211	Amelogenesis imperfecta, hypomaturation type, iia3
DISEASE:15002	613195	OMIM	https://www.omim.org/entry/613195	Weill-Marchesani syndrome 4
DISEASE:15003	613194	OMIM	https://www.omim.org/entry/613194	Retinitis pigmentosa-50
DISEASE:15004	613193	OMIM	https://www.omim.org/entry/613193	Ciliary dyskinesia, primary, 13
DISEASE:15005	613192	OMIM	https://www.omim.org/entry/613192	Intellectual developmental disorder, autosomal recessive 13
DISEASE:15006	146550	OMIM	https://www.omim.org/entry/146550	Marie unna hereditary hypotrichosis 1
DISEASE:15007	145680	OMIM	https://www.omim.org/entry/145680	Dystransthyretinemic euthyroidal hyperthyroxinemia
DISEASE:15008	607682	OMIM	https://www.omim.org/entry/607682	Epilepsy, idiopathic generalized, susceptibility to, 9
DISEASE:15009	607631	OMIM	https://www.omim.org/entry/607631	Epilepsy, juvenile absence
DISEASE:15010	607628	OMIM	https://www.omim.org/entry/607628	Epilepsy with grand mal seizures on awakening
DISEASE:15011	613172	OMIM	https://www.omim.org/entry/613172	Cardiomyopathy, dilated, 1DD
DISEASE:15012	613152	OMIM	https://www.omim.org/entry/613152	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4
DISEASE:15013	613148	OMIM	https://www.omim.org/entry/613148	Inflammatory bowel disease 28, early onset, autosomal recessive
DISEASE:15014	613123	OMIM	https://www.omim.org/entry/613123	Brugada syndrome 8
DISEASE:15015	613122	OMIM	https://www.omim.org/entry/613122	Cardiomyopathy, dilated, 1cc
DISEASE:15016	613120	OMIM	https://www.omim.org/entry/613120	Brugada syndrome 7
DISEASE:15017	613119	OMIM	https://www.omim.org/entry/613119	Brugada syndrome 6
DISEASE:15018	613116	OMIM	https://www.omim.org/entry/613116	Thrombophilia due to histidine-rich glycoprotein deficiency
DISEASE:15019	613115	OMIM	https://www.omim.org/entry/613115	Neuropathy, hereditary sensory and autonomic, type IIB
DISEASE:15020	121200	OMIM	https://www.omim.org/entry/121200	Seizures, benign familial neonatal, 1
DISEASE:15021	613107	OMIM	https://www.omim.org/entry/613107	Neutropenia, severe congenital, 2, autosomal dominant
DISEASE:15022	613105	OMIM	https://www.omim.org/entry/613105	Choroidal dystrophy, central areolar 2
DISEASE:15023	613102	OMIM	https://www.omim.org/entry/613102	Hypotrichosis and recurrent skin vesicles
DISEASE:15024	613101	OMIM	https://www.omim.org/entry/613101	Hemophagocytic lymphohistiocytosis, familial, 5
DISEASE:15025	613100	OMIM	https://www.omim.org/entry/613100	Glaucoma 1, open angle, O
DISEASE:15026	613095	OMIM	https://www.omim.org/entry/613095	Polycystic kidney disease 2
DISEASE:15027	613094	OMIM	https://www.omim.org/entry/613094	Microphthalmia, isolated 4
DISEASE:15028	613093	OMIM	https://www.omim.org/entry/613093	Cone dystrophy 4
DISEASE:15029	613089	OMIM	https://www.omim.org/entry/613089	Capillary malformation of the lower lip, lymphatic malformation of face and neck, asymmetry of face and limbs, and partial/generalized overgrowth
DISEASE:15030	613087	OMIM	https://www.omim.org/entry/613087	Atrial septal defect 6
DISEASE:15031	613086	OMIM	https://www.omim.org/entry/613086	Glaucoma 3, primary congenital, D
DISEASE:15032	613080	OMIM	https://www.omim.org/entry/613080	46XY sex reversal 5
DISEASE:15033	613077	OMIM	https://www.omim.org/entry/613077	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5
DISEASE:15034	613073	OMIM	https://www.omim.org/entry/613073	Metaphyseal anadysplasia 2
DISEASE:15035	613071	OMIM	https://www.omim.org/entry/613071	Bronchiectasis with or without elevated sweat chloride 3
DISEASE:15036	105210	OMIM	https://www.omim.org/entry/105210	Amyloidosis, hereditary, transthyretin-related
DISEASE:15037	613060	OMIM	https://www.omim.org/entry/613060	Epilepsy, idiopathic generalized, 10
DISEASE:15038	613038	OMIM	https://www.omim.org/entry/613038	Pituitary hormone deficiency, combined, 1
DISEASE:15039	613029	OMIM	https://www.omim.org/entry/613029	Glioma susceptibility 3
DISEASE:15040	613028	OMIM	https://www.omim.org/entry/613028	Glioma susceptibility 2
DISEASE:15041	613021	OMIM	https://www.omim.org/entry/613021	Bronchiectasis with or without elevated sweat chloride 2
DISEASE:15042	613003	OMIM	https://www.omim.org/entry/613003	Attention deficit-hyperactivity disorder, susceptibility to, 7
DISEASE:15043	613002	OMIM	https://www.omim.org/entry/613002	Immunodeficiency 83, susceptibility to viral infections
DISEASE:15044	612999	OMIM	https://www.omim.org/entry/612999	Emery-Dreifuss muscular dystrophy 5, autosomal dominant
DISEASE:15045	612998	OMIM	https://www.omim.org/entry/612998	Emery-Dreifuss muscular dystrophy 4, autosomal dominant
DISEASE:15046	612997	OMIM	https://www.omim.org/entry/612997	Spermatogenic failure 7
DISEASE:15047	612989	OMIM	https://www.omim.org/entry/612989	Optic atrophy 7 with or without auditory neuropathy
DISEASE:15048	612964	OMIM	https://www.omim.org/entry/612964	Premature ovarian failure 7
DISEASE:15049	612961	OMIM	https://www.omim.org/entry/612961	Multiple synostoses syndrome 3
DISEASE:15050	612956	OMIM	https://www.omim.org/entry/612956	Ventricular fibrillation, paroxysmal familial, 2
DISEASE:15051	612955	OMIM	https://www.omim.org/entry/612955	Long QT syndrome 12
DISEASE:15052	612949	OMIM	https://www.omim.org/entry/612949	Epileptic encephalopathy, early infantile, 39
DISEASE:15053	603829	OMIM	https://www.omim.org/entry/603829	Ventricular fibrillation, familial, 1
DISEASE:15054	612943	OMIM	https://www.omim.org/entry/612943	Retinitis pigmentosa 42
DISEASE:15055	612936	OMIM	https://www.omim.org/entry/612936	Spastic paraplegia 50, autosomal recessive
DISEASE:15056	614921	OMIM	https://www.omim.org/entry/614921	Congenital disorder of glycosylation, type It
DISEASE:15057	612926	OMIM	https://www.omim.org/entry/612926	Hemolytic uremic syndrome, atypical, susceptibility to, 6
DISEASE:15058	612925	OMIM	https://www.omim.org/entry/612925	Hemolytic uremic syndrome, atypical, susceptibility to, 5
DISEASE:15059	612924	OMIM	https://www.omim.org/entry/612924	Hemolytic uremic syndrome, atypical, susceptibility to, 4
DISEASE:15060	612923	OMIM	https://www.omim.org/entry/612923	Hemolytic uremic syndrome, atypical, susceptibility to, 3
DISEASE:15061	612922	OMIM	https://www.omim.org/entry/612922	Hemolytic uremic syndrome, atypical, susceptibility to, 2
DISEASE:15062	612921	OMIM	https://www.omim.org/entry/612921	3-M syndrome 2
DISEASE:15063	612918	OMIM	https://www.omim.org/entry/612918	Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi
DISEASE:15064	612900	OMIM	https://www.omim.org/entry/612900	Cerebral palsy, spastic quadriplegic, 2
DISEASE:15065	612885	OMIM	https://www.omim.org/entry/612885	Premature ovarian failure 10
DISEASE:15066	612877	OMIM	https://www.omim.org/entry/612877	Cardiomyopathy, dilated, 1BB
DISEASE:15067	262850	OMIM	https://www.omim.org/entry/262850	Plasmin inhibitor deficiency
DISEASE:15068	278720	OMIM	https://www.omim.org/entry/278720	Xeroderma pigmentosum, group C
DISEASE:15069	614409	OMIM	https://www.omim.org/entry/614409	Spastic paraplegia 46, autosomal recessive
DISEASE:15070	614617	OMIM	https://www.omim.org/entry/614617	Deafness, autosomal recessive 86
DISEASE:15071	615429	OMIM	https://www.omim.org/entry/615429	Deafness, autosomal recessive 88
DISEASE:15072	619613	OMIM	https://www.omim.org/entry/619613	Delayed puberty, self-limited
DISEASE:15073	232200	OMIM	https://www.omim.org/entry/232200	Glycogen storage disease Ia
DISEASE:15074	302200	OMIM	https://www.omim.org/entry/302200	Cataract, congenital total, with posterior sutural opacities in heterozygotes
DISEASE:15075	310300	OMIM	https://www.omim.org/entry/310300	Emery-Dreifuss muscular dystrophy 1, X-linked
DISEASE:15076	183600	OMIM	https://www.omim.org/entry/183600	Split-Hand/foot malformation 1
DISEASE:15077	615878	OMIM	https://www.omim.org/entry/615878	Cholestasis, progressive familial intrahepatic 4
DISEASE:15078	148700	OMIM	https://www.omim.org/entry/148700	Keratosis palmoplantaris striata I
DISEASE:15079	607654	OMIM	https://www.omim.org/entry/607654	Keratosis palmoplantaris striata III
DISEASE:15080	123500	OMIM	https://www.omim.org/entry/123500	Crouzon syndrome
DISEASE:15081	605472	OMIM	https://www.omim.org/entry/605472	Usher syndrome, type IIC
DISEASE:15082	314390	OMIM	https://www.omim.org/entry/314390	VACTERL association, X-linked
DISEASE:15083	218400	OMIM	https://www.omim.org/entry/218400	Craniometaphyseal dysplasia, autosomal recessive
DISEASE:15084	204000	OMIM	https://www.omim.org/entry/204000	Leber congenital amaurosis, type I
DISEASE:15085	606346	OMIM	https://www.omim.org/entry/606346	Deafness, autosomal dominant 22
DISEASE:15086	612561	OMIM	https://www.omim.org/entry/612561	Diamond-Blackfan anemia 6
DISEASE:15087	203300	OMIM	https://www.omim.org/entry/203300	Hermansky-Pudlak syndrome 1
DISEASE:15088	613000	OMIM	https://www.omim.org/entry/613000	Palmoplantar keratoderma, nonepidermolytic, focal 1
DISEASE:15089	608099	OMIM	https://www.omim.org/entry/608099	Muscular dystrophy, limb-girdle, type 2D
DISEASE:15090	147060	OMIM	https://www.omim.org/entry/147060	Hyper-IgE recurrent infection syndrome
DISEASE:15091	120435	OMIM	https://www.omim.org/entry/120435	Lynch syndrome I
DISEASE:15092	207410	OMIM	https://www.omim.org/entry/207410	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis
DISEASE:15093	209900	OMIM	https://www.omim.org/entry/209900	Bardet-Biedl syndrome 1
DISEASE:15094	615981	OMIM	https://www.omim.org/entry/615981	Bardet-Biedl syndrome 2
DISEASE:15095	615982	OMIM	https://www.omim.org/entry/615982	Bardet-Biedl syndrome 4
DISEASE:15096	300000	OMIM	https://www.omim.org/entry/300000	Opitz GBBB syndrome
DISEASE:15097	188570	OMIM	https://www.omim.org/entry/188570	Thyroid hormone resistance, generalized, autosomal dominant
DISEASE:15098	614665	OMIM	https://www.omim.org/entry/614665	Meconium ileus
DISEASE:15099	615540	OMIM	https://www.omim.org/entry/615540	Deafness, autosomal recessive 76
DISEASE:15100	143470	OMIM	https://www.omim.org/entry/143470	Hyperalphalipoproteinemia 1
DISEASE:15101	155950	OMIM	https://www.omim.org/entry/155950	Melorheostosis, isolated
DISEASE:15102	609560	OMIM	https://www.omim.org/entry/609560	Mitochondrial DNA depletion syndrome 2 (myopathic type)
DISEASE:15103	201750	OMIM	https://www.omim.org/entry/201750	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
DISEASE:15104	615992	OMIM	https://www.omim.org/entry/615992	Bardet-Biedl syndrome 15
DISEASE:15105	612692	OMIM	https://www.omim.org/entry/612692	Agammaglobulinemia 6, autosomal recessive
DISEASE:15106	217000	OMIM	https://www.omim.org/entry/217000	Complement component 2 deficiency
DISEASE:15107	235700	OMIM	https://www.omim.org/entry/235700	Hemolytic anemia, nonspherocytic, due to hexokinase deficiency
DISEASE:15108	240500	OMIM	https://www.omim.org/entry/240500	Immunodeficiency, common variable, 2
DISEASE:15109	613150	OMIM	https://www.omim.org/entry/613150	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2
DISEASE:15110	613151	OMIM	https://www.omim.org/entry/613151	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3
DISEASE:15111	613153	OMIM	https://www.omim.org/entry/613153	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5
DISEASE:15112	613154	OMIM	https://www.omim.org/entry/613154	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6
DISEASE:15113	613156	OMIM	https://www.omim.org/entry/613156	Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 2
DISEASE:15114	613157	OMIM	https://www.omim.org/entry/613157	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3
DISEASE:15115	613158	OMIM	https://www.omim.org/entry/613158	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2
DISEASE:15116	613159	OMIM	https://www.omim.org/entry/613159	Nephronophthisis-Like nephropathy 1
DISEASE:15117	613347	OMIM	https://www.omim.org/entry/613347	Pancreatic cancer, susceptibility to, 2
DISEASE:15118	613353	OMIM	https://www.omim.org/entry/613353	Mononeuropathy of the median nerve, mild
DISEASE:15119	613370	OMIM	https://www.omim.org/entry/613370	Maturity-onset diabetes of the young, type 10
DISEASE:15120	613375	OMIM	https://www.omim.org/entry/613375	Maturity-onset diabetes of the young, type 11
DISEASE:15121	613376	OMIM	https://www.omim.org/entry/613376	Neuronopathy, distal hereditary motor, type IIC
DISEASE:15122	613382	OMIM	https://www.omim.org/entry/613382	Brachydactyly, type E2
DISEASE:15123	613385	OMIM	https://www.omim.org/entry/613385	Autoimmune disease, multisystem, with facial dysmorphism
DISEASE:15124	613388	OMIM	https://www.omim.org/entry/613388	Fanconi renotubular syndrome 2
DISEASE:15125	613390	OMIM	https://www.omim.org/entry/613390	Fanconi anemia, complementation group O
DISEASE:15126	613391	OMIM	https://www.omim.org/entry/613391	Deafness, autosomal recessive 84
DISEASE:15127	613398	OMIM	https://www.omim.org/entry/613398	Warsaw breakage syndrome
DISEASE:15128	613399	OMIM	https://www.omim.org/entry/613399	Familial breast-ovarian cancer-1
DISEASE:15129	613402	OMIM	https://www.omim.org/entry/613402	Microcephaly, seizures, and developmental delay
DISEASE:15130	613404	OMIM	https://www.omim.org/entry/613404	Arthrogryposis, renal dysfunction, and cholestasis 2
DISEASE:15131	613406	OMIM	https://www.omim.org/entry/613406	Witteveen-Kolk syndrome
DISEASE:15132	613411	OMIM	https://www.omim.org/entry/613411	Oguchi disease-2
DISEASE:15133	613424	OMIM	https://www.omim.org/entry/613424	Cardiomyopathy, dilated, 1R
DISEASE:15134	613428	OMIM	https://www.omim.org/entry/613428	Retinitis pigmentosa 54
DISEASE:15135	613435	OMIM	https://www.omim.org/entry/613435	Amyotrophic lateral sclerosis 12
DISEASE:15136	613443	OMIM	https://www.omim.org/entry/613443	Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language
DISEASE:15137	613451	OMIM	https://www.omim.org/entry/613451	Frontonasal dysplasia 2
DISEASE:15138	613453	OMIM	https://www.omim.org/entry/613453	Deafness, autosomal recessive 91
DISEASE:15139	613454	OMIM	https://www.omim.org/entry/613454	Rett syndrome, congenital variant
DISEASE:15140	613456	OMIM	https://www.omim.org/entry/613456	Frontonasal dysplasia 3
DISEASE:15141	613464	OMIM	https://www.omim.org/entry/613464	Retinitis pigmentosa 51
DISEASE:15142	613470	OMIM	https://www.omim.org/entry/613470	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerasedeficiency
DISEASE:15143	613477	OMIM	https://www.omim.org/entry/613477	Epileptic encephalopathy, early infantile, 5
DISEASE:15144	613485	OMIM	https://www.omim.org/entry/613485	Long QT syndrome 13
DISEASE:15145	613493	OMIM	https://www.omim.org/entry/613493	Immunodeficiency, common variable, 3
DISEASE:15146	613494	OMIM	https://www.omim.org/entry/613494	Immunodeficiency, common variable, 4
DISEASE:15147	613495	OMIM	https://www.omim.org/entry/613495	Immunodeficiency, common variable, 5
DISEASE:15148	613496	OMIM	https://www.omim.org/entry/613496	Immunodeficiency, common variable, 6
DISEASE:15149	613500	OMIM	https://www.omim.org/entry/613500	Agammaglobulinemia 2, autosomal recessive
DISEASE:15150	613501	OMIM	https://www.omim.org/entry/613501	Agammaglobulinemia 3, autosomal recessive
DISEASE:15151	613502	OMIM	https://www.omim.org/entry/613502	Agammaglobulinemia 4, autosomal recessive
DISEASE:15152	613506	OMIM	https://www.omim.org/entry/613506	Agammaglobulinemia 5, autosomal dominant
DISEASE:15153	613507	OMIM	https://www.omim.org/entry/613507	Glycogen storage disease XV
DISEASE:15154	613517	OMIM	https://www.omim.org/entry/613517	Microphthalmia, isolated 6
DISEASE:15155	613550	OMIM	https://www.omim.org/entry/613550	Nephronophthisis 11
DISEASE:15156	613559	OMIM	https://www.omim.org/entry/613559	Combined oxidative phosphorylation deficiency 7
DISEASE:15157	613561	OMIM	https://www.omim.org/entry/613561	Myopathy, lactic acidosis, and sideroblastic anemia 2
DISEASE:15158	613563	OMIM	https://www.omim.org/entry/613563	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia
DISEASE:15159	613573	OMIM	https://www.omim.org/entry/613573	Ectodermal dysplasia-syndactyly syndrome 1
DISEASE:15160	613575	OMIM	https://www.omim.org/entry/613575	Retinitis pigmentosa 55
DISEASE:15161	613581	OMIM	https://www.omim.org/entry/613581	Retinitis pigmentosa 56
DISEASE:15162	613582	OMIM	https://www.omim.org/entry/613582	Retinitis pigmentosa 57
DISEASE:15163	613587	OMIM	https://www.omim.org/entry/613587	Occult macular dystrophy
DISEASE:15164	613608	OMIM	https://www.omim.org/entry/613608	Epilepsy, familial adult myoclonic, 3
DISEASE:15165	613610	OMIM	https://www.omim.org/entry/613610	Cranioectodermal dysplasia 2
DISEASE:15166	613611	OMIM	https://www.omim.org/entry/613611	Choanal atresia and lymphedema
DISEASE:15167	613612	OMIM	https://www.omim.org/entry/613612	Congenital disorder of glycosylation, type IIi
DISEASE:15168	613615	OMIM	https://www.omim.org/entry/613615	Senior-Loken syndrome 7
DISEASE:15169	613616	OMIM	https://www.omim.org/entry/613616	Hyperoxaluria, primary, type III
DISEASE:15170	613617	OMIM	https://www.omim.org/entry/613617	Retinitis pigmentosa 58
DISEASE:15171	613625	OMIM	https://www.omim.org/entry/613625	Factor V and factor VIII, combined deficiency of
DISEASE:15172	613630	OMIM	https://www.omim.org/entry/613630	Fetal encasement syndrome
DISEASE:15173	613640	OMIM	https://www.omim.org/entry/613640	Neuropathy, hereditary sensory and autonomic, type IC
DISEASE:15174	613641	OMIM	https://www.omim.org/entry/613641	Charcot-marie-tooth disease, recessive intermediate B
DISEASE:15175	613642	OMIM	https://www.omim.org/entry/613642	Cardiomyopathy, dilated, 1GG
DISEASE:15176	613643	OMIM	https://www.omim.org/entry/613643	Parkinson disease 5, susceptibility to
DISEASE:15177	613647	OMIM	https://www.omim.org/entry/613647	Spastic paraplegia 48, autosomal recessive
DISEASE:15178	613652	OMIM	https://www.omim.org/entry/613652	C1q deficiency
DISEASE:15179	613656	OMIM	https://www.omim.org/entry/613656	Migraine, with or without aura, susceptibility to, 13
DISEASE:15180	613657	OMIM	https://www.omim.org/entry/613657	D-2-hydroxyglutaric aciduria 2
DISEASE:15181	613658	OMIM	https://www.omim.org/entry/613658	Rajab interstitial lung disease with brain calcifications
DISEASE:15182	613660	OMIM	https://www.omim.org/entry/613660	Cone-rod dystrophy 15
DISEASE:15183	613661	OMIM	https://www.omim.org/entry/613661	Congenital disorder of glycosylation, type Ip
DISEASE:15184	613662	OMIM	https://www.omim.org/entry/613662	Mitochondrial DNA depletion syndrome 4B (mngie type)
DISEASE:15185	613668	OMIM	https://www.omim.org/entry/613668	Microcephaly, postnatal progressive, with seizures and brain atrophy
DISEASE:15186	613671	OMIM	https://www.omim.org/entry/613671	Mental retardation, anterior maxillary protrusion, and strabismus
DISEASE:15187	613672	OMIM	https://www.omim.org/entry/613672	Spastic ataxia 4, autosomal recessive
DISEASE:15188	613673	OMIM	https://www.omim.org/entry/613673	Anemia, dyserythropoietic congenital, type IV
DISEASE:15189	613674	OMIM	https://www.omim.org/entry/613674	Vesicoureteral reflux 3
DISEASE:15190	613680	OMIM	https://www.omim.org/entry/613680	Beaulieu-Boycott-Innes syndrome
DISEASE:15191	613684	OMIM	https://www.omim.org/entry/613684	Rubinstein-Taybi syndrome 2
DISEASE:15192	613686	OMIM	https://www.omim.org/entry/613686	Spondylocostal dysostosis 4, autosomal recessive
DISEASE:15193	613693	OMIM	https://www.omim.org/entry/613693	Long QT syndrome 6
DISEASE:15194	613697	OMIM	https://www.omim.org/entry/613697	Cardiomyopathy, dilated, 1V
DISEASE:15195	613702	OMIM	https://www.omim.org/entry/613702	Klippel-Feil syndrome 3, autosomal dominant
