disease_id	external_id	source	url	name
DISEASE:12795	98637	Orphanet	https://www.orpha.net/en/disease/detail/98637	 Secondary glaucoma due to a proliferation and differentiation anomaly
DISEASE:12797	98631	Orphanet	https://www.orpha.net/en/disease/detail/98631	Congenital malformation of the eye with glaucoma as a major feature
DISEASE:12800	98634	Orphanet	https://www.orpha.net/en/disease/detail/98634	Anterior segment developmental anomaly without extraocular manifestations
DISEASE:12801	98628	Orphanet	https://www.orpha.net/en/disease/detail/98628	Syndromic corneal dystrophy
DISEASE:12802	98627	Orphanet	https://www.orpha.net/en/disease/detail/98627	Posterior corneal dystrophy
DISEASE:12805	98626	Orphanet	https://www.orpha.net/en/disease/detail/98626	Stromal corneal dystrophy
DISEASE:12806	98625	Orphanet	https://www.orpha.net/en/disease/detail/98625	Superficial corneal dystrophy
DISEASE:12808	98619	Orphanet	https://www.orpha.net/en/disease/detail/98619	Rare isolated myopia
DISEASE:12810	98621	Orphanet	https://www.orpha.net/en/disease/detail/98621	Rare hyperopia and astigmatism
DISEASE:12811	98616	Orphanet	https://www.orpha.net/en/disease/detail/98616	 Conjunctival tumor
DISEASE:12812	98615	Orphanet	https://www.orpha.net/en/disease/detail/98615	 Pigmented conjunctival lesion
DISEASE:12813	98618	Orphanet	https://www.orpha.net/en/disease/detail/98618	Rare refraction anomaly
DISEASE:12816	98730	Orphanet	https://www.orpha.net/en/disease/detail/98730	 Atrioventricular discordance
DISEASE:12817	583607	Orphanet	https://www.orpha.net/en/disease/detail/583607	Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency
DISEASE:12818	98729	Orphanet	https://www.orpha.net/en/disease/detail/98729	Congenital pulmonary veins anomaly
DISEASE:12821	98734	Orphanet	https://www.orpha.net/en/disease/detail/98734	 Cardioskeletal syndrome
DISEASE:12822	98733	Orphanet	https://www.orpha.net/en/disease/detail/98733	Noonan syndrome and Noonan-related syndrome
DISEASE:12823	583612	Orphanet	https://www.orpha.net/en/disease/detail/583612	Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency
DISEASE:12824	98732	Orphanet	https://www.orpha.net/en/disease/detail/98732	 Syndrome associated with a congenital cardiopathy
DISEASE:12825	583856	Orphanet	https://www.orpha.net/en/disease/detail/583856	Isolated splenic vein thrombosis
DISEASE:12831	98741	Orphanet	https://www.orpha.net/en/disease/detail/98741	Neurological muscular channelopathy due to a genetic potassium channel defect
DISEASE:12833	98739	Orphanet	https://www.orpha.net/en/disease/detail/98739	Neurological muscular channelopathy due to a genetic chloride channel defect
DISEASE:12834	98713	Orphanet	https://www.orpha.net/en/disease/detail/98713	 Metabolic disease with pigmentary retinitis
DISEASE:12835	98714	Orphanet	https://www.orpha.net/en/disease/detail/98714	 Metabolic disease with macular cherry-red spot
DISEASE:12836	98711	Orphanet	https://www.orpha.net/en/disease/detail/98711	 Metabolic disease with corneal opacity
DISEASE:12837	98712	Orphanet	https://www.orpha.net/en/disease/detail/98712	 Metabolic disease with cataract
DISEASE:12838	98717	Orphanet	https://www.orpha.net/en/disease/detail/98717	Transposition of the great arteries and conotruncal cardiac anomaly
DISEASE:12839	98718	Orphanet	https://www.orpha.net/en/disease/detail/98718	Aortic malformation
DISEASE:12840	98716	Orphanet	https://www.orpha.net/en/disease/detail/98716	Heart position anomaly
DISEASE:12841	98721	Orphanet	https://www.orpha.net/en/disease/detail/98721	Congenital tricuspid malformation
DISEASE:12842	98722	Orphanet	https://www.orpha.net/en/disease/detail/98722	Atrioventricular septal defect
DISEASE:12843	98719	Orphanet	https://www.orpha.net/en/disease/detail/98719	Pulmonary artery or pulmonary branch anomaly
DISEASE:12844	98720	Orphanet	https://www.orpha.net/en/disease/detail/98720	Atrioventricular valve anomaly
DISEASE:12845	98725	Orphanet	https://www.orpha.net/en/disease/detail/98725	Ascending aorta anomaly
DISEASE:12846	98726	Orphanet	https://www.orpha.net/en/disease/detail/98726	 Pulmonary artery/pulmonary branch anomaly
DISEASE:12847	98723	Orphanet	https://www.orpha.net/en/disease/detail/98723	Hypoplastic right heart syndrome
DISEASE:12848	98724	Orphanet	https://www.orpha.net/en/disease/detail/98724	Congenital anomaly of the great arteries
DISEASE:12849	98696	Orphanet	https://www.orpha.net/en/disease/detail/98696	 Genodermatosis with ocular features
DISEASE:12850	98695	Orphanet	https://www.orpha.net/en/disease/detail/98695	 Mitochondrial disease with eye involvement
DISEASE:12851	98698	Orphanet	https://www.orpha.net/en/disease/detail/98698	 Ichthyosis associated with ocular features
DISEASE:12855	98702	Orphanet	https://www.orpha.net/en/disease/detail/98702	 Connective tissue disease with eye involvement
DISEASE:12856	98701	Orphanet	https://www.orpha.net/en/disease/detail/98701	 Phakomatosis with eye involvement
DISEASE:12857	98704	Orphanet	https://www.orpha.net/en/disease/detail/98704	 Onycho-patellar syndrome with eye involvement
DISEASE:12859	98706	Orphanet	https://www.orpha.net/en/disease/detail/98706	Oculocutaneous or ocular albinism
DISEASE:12860	98708	Orphanet	https://www.orpha.net/en/disease/detail/98708	 Pigmentation disorder with eye involvement
DISEASE:12862	98709	Orphanet	https://www.orpha.net/en/disease/detail/98709	 Ectodermal malformation syndrome associated with ocular features
DISEASE:12865	98683	Orphanet	https://www.orpha.net/en/disease/detail/98683	Syndromic disorder with strabismus
DISEASE:12867	98685	Orphanet	https://www.orpha.net/en/disease/detail/98685	Rare oculomotor nerve disorder
DISEASE:12868	98686	Orphanet	https://www.orpha.net/en/disease/detail/98686	Congenital trochlear nerve palsy
DISEASE:12873	98691	Orphanet	https://www.orpha.net/en/disease/detail/98691	 Abnormal eye movements
DISEASE:12874	583097	Orphanet	https://www.orpha.net/en/disease/detail/583097	Congenital infiltrating lipomatosis of the face
DISEASE:12876	98693	Orphanet	https://www.orpha.net/en/disease/detail/98693	 Spinocerebellar ataxia with oculomotor anomaly
DISEASE:12877	98694	Orphanet	https://www.orpha.net/en/disease/detail/98694	 Spinocerebellar degenerescence and spastic paraparesis with an oculomotor anomaly
DISEASE:12878	98798	Orphanet	https://www.orpha.net/en/disease/detail/98798	Isochromosomy Yq
DISEASE:12879	98797	Orphanet	https://www.orpha.net/en/disease/detail/98797	Isochromosomy Yp
DISEASE:12880	98795	Orphanet	https://www.orpha.net/en/disease/detail/98795	Angelman syndrome due to paternal uniparental disomy of chromosome 15
DISEASE:12881	98794	Orphanet	https://www.orpha.net/en/disease/detail/98794	Angelman syndrome due to maternal 15q11q13 deletion
DISEASE:12882	98793	Orphanet	https://www.orpha.net/en/disease/detail/98793	Prader-Willi syndrome due to paternal 15q11q13 deletion
DISEASE:12883	98791	Orphanet	https://www.orpha.net/en/disease/detail/98791	Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16
DISEASE:12884	98806	Orphanet	https://www.orpha.net/en/disease/detail/98806	Primary dystonia, DYT6 type
DISEASE:12885	98805	Orphanet	https://www.orpha.net/en/disease/detail/98805	Primary dystonia, DYT4 type
DISEASE:12886	98788	Orphanet	https://www.orpha.net/en/disease/detail/98788	Pitt-Rogers-Danks syndrome
DISEASE:12887	98784	Orphanet	https://www.orpha.net/en/disease/detail/98784	Autosomal dominant nocturnal frontal lobe epilepsy
DISEASE:12888	98764	Orphanet	https://www.orpha.net/en/disease/detail/98764	Spinocerebellar ataxia type 27
DISEASE:12889	98763	Orphanet	https://www.orpha.net/en/disease/detail/98763	Spinocerebellar ataxia type 14
DISEASE:12890	98766	Orphanet	https://www.orpha.net/en/disease/detail/98766	Spinocerebellar ataxia type 5
DISEASE:12891	98765	Orphanet	https://www.orpha.net/en/disease/detail/98765	Spinocerebellar ataxia type 4
DISEASE:12892	98760	Orphanet	https://www.orpha.net/en/disease/detail/98760	Spinocerebellar ataxia type 8
DISEASE:12893	98759	Orphanet	https://www.orpha.net/en/disease/detail/98759	Spinocerebellar ataxia type 17
DISEASE:12894	98762	Orphanet	https://www.orpha.net/en/disease/detail/98762	Spinocerebellar ataxia type 12
DISEASE:12895	98761	Orphanet	https://www.orpha.net/en/disease/detail/98761	Spinocerebellar ataxia type 10
DISEASE:12896	98772	Orphanet	https://www.orpha.net/en/disease/detail/98772	Spinocerebellar ataxia type 19/22
DISEASE:12897	98771	Orphanet	https://www.orpha.net/en/disease/detail/98771	Spinocerebellar ataxia type 18
DISEASE:12898	98773	Orphanet	https://www.orpha.net/en/disease/detail/98773	Spinocerebellar ataxia type 21
DISEASE:12899	98768	Orphanet	https://www.orpha.net/en/disease/detail/98768	Spinocerebellar ataxia type 13
DISEASE:12900	98767	Orphanet	https://www.orpha.net/en/disease/detail/98767	Spinocerebellar ataxia type 11
DISEASE:12901	98770	Orphanet	https://www.orpha.net/en/disease/detail/98770	Spinocerebellar ataxia 15
DISEASE:12902	98769	Orphanet	https://www.orpha.net/en/disease/detail/98769	Spinocerebellar ataxia type 15/16
DISEASE:12904	580940	Orphanet	https://www.orpha.net/en/disease/detail/580940	QRICH1-related intellectual disability-chondrodysplasia syndrome
DISEASE:12905	98748	Orphanet	https://www.orpha.net/en/disease/detail/98748	Neurological channelopathy of the central nervous system due to a genetic acetylcholine receptor defect
DISEASE:12909	98743	Orphanet	https://www.orpha.net/en/disease/detail/98743	Genetic neurological channelopathy of the central nervous system
DISEASE:12914	98755	Orphanet	https://www.orpha.net/en/disease/detail/98755	Spinocerebellar ataxia type 1
DISEASE:12915	98756	Orphanet	https://www.orpha.net/en/disease/detail/98756	Spinocerebellar ataxia type 2
DISEASE:12916	98757	Orphanet	https://www.orpha.net/en/disease/detail/98757	Spinocerebellar ataxia type 3
DISEASE:12917	98758	Orphanet	https://www.orpha.net/en/disease/detail/98758	Spinocerebellar ataxia type 6
DISEASE:12918	98751	Orphanet	https://www.orpha.net/en/disease/detail/98751	 Autoimmune neurological channelopathy due to a p/q-type voltage gated calcium channel defect
DISEASE:12922	98754	Orphanet	https://www.orpha.net/en/disease/detail/98754	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15
DISEASE:12932	98327	Orphanet	https://www.orpha.net/en/disease/detail/98327	 Male infertility with impaired virilization due to a testicular disorder associated with a neurologic disease
DISEASE:12933	98330	Orphanet	https://www.orpha.net/en/disease/detail/98330	 Male infertility with normal virilization due to androgen administration
DISEASE:12937	98334	Orphanet	https://www.orpha.net/en/disease/detail/98334	 Male infertility with normal virilization due to a developmental or structural testicular defect associated with varicocele
DISEASE:12938	98333	Orphanet	https://www.orpha.net/en/disease/detail/98333	 Male infertility with normal virilization due to a developmental or structural testicular defect associated with cryptorchidism
DISEASE:12940	98353	Orphanet	https://www.orpha.net/en/disease/detail/98353	Autosomal dominant disease associated with focal palmoplantar keratoderma as a major feature
DISEASE:12941	98356	Orphanet	https://www.orpha.net/en/disease/detail/98356	Autosomal recessive isolated diffuse palmoplantar keratoderma
DISEASE:12942	98357	Orphanet	https://www.orpha.net/en/disease/detail/98357	Autosomal recessive disease with focal palmoplantar keratoderma as a major feature
DISEASE:12944	98345	Orphanet	https://www.orpha.net/en/disease/detail/98345	 Rare idiopathic male infertility
DISEASE:12945	580572	Orphanet	https://www.orpha.net/en/disease/detail/580572	Intraductal tubulopapillary neoplasm of pancreas
DISEASE:12946	98349	Orphanet	https://www.orpha.net/en/disease/detail/98349	Autosomal dominant isolated diffuse palmoplantar keratoderma
DISEASE:12947	98305	Orphanet	https://www.orpha.net/en/disease/detail/98305	Genetic lipodystrophy
DISEASE:12948	98310	Orphanet	https://www.orpha.net/en/disease/detail/98310	 Male infertility with impaired virilization due to an hypothalamic or pituitary disorder
DISEASE:12949	98309	Orphanet	https://www.orpha.net/en/disease/detail/98309	 Male infertility with impaired virilization
DISEASE:12952	98297	Orphanet	https://www.orpha.net/en/disease/detail/98297	 Ichthyosis associated with a protein catabolism anomaly
DISEASE:12953	98296	Orphanet	https://www.orpha.net/en/disease/detail/98296	 Ichthyosis associated with a cornified cell envelope and epidermal lipid metabolism anomaly
DISEASE:12954	98301	Orphanet	https://www.orpha.net/en/disease/detail/98301	Laminopathy
DISEASE:12955	98300	Orphanet	https://www.orpha.net/en/disease/detail/98300	Idiopathic interstitial pneumonia
DISEASE:12958	98322	Orphanet	https://www.orpha.net/en/disease/detail/98322	 Male infertility with impaired virilization due to a testicular disorder associated with renal failure
DISEASE:12959	98319	Orphanet	https://www.orpha.net/en/disease/detail/98319	 Male infertility with impaired virilization due to an acquired testicular defect associated with autoimmunity
DISEASE:12960	98320	Orphanet	https://www.orpha.net/en/disease/detail/98320	 Male infertility with impaired virilization due to an acquired testicular defect associated with a granulomatous disease
DISEASE:12967	98311	Orphanet	https://www.orpha.net/en/disease/detail/98311	 Male infertility with impaired virilization due to a hypothalamic and pituitary disorder associated with hyperprolactinemia
DISEASE:12968	98312	Orphanet	https://www.orpha.net/en/disease/detail/98312	 Male infertility with impaired virilization due to a testicular disorder
DISEASE:12969	98317	Orphanet	https://www.orpha.net/en/disease/detail/98317	 Male infertility with impaired virilization due to an acquired testicular defect drug-related
DISEASE:12970	98318	Orphanet	https://www.orpha.net/en/disease/detail/98318	 Male infertility with impaired virilization due to an acquired testicular defect associated with an environmental toxin
DISEASE:12983	576356	Orphanet	https://www.orpha.net/en/disease/detail/576356	Sporadic human prion disease
DISEASE:12989	576283	Orphanet	https://www.orpha.net/en/disease/detail/576283	SATB2-associated syndrome due to a pathogenic variant
DISEASE:12990	576278	Orphanet	https://www.orpha.net/en/disease/detail/576278	SATB2-associated syndrome
DISEASE:12991	573163	Orphanet	https://www.orpha.net/en/disease/detail/573163	Pheochromocytoma-paraganglioma
DISEASE:12994	98372	Orphanet	https://www.orpha.net/en/disease/detail/98372	Hemolytic anemia due to a disorder of glycolytic enzymes
DISEASE:12995	98370	Orphanet	https://www.orpha.net/en/disease/detail/98370	Hemolytic anemia due to hexose monophosphate shunt and glutathione metabolism anomalies
DISEASE:12998	98365	Orphanet	https://www.orpha.net/en/disease/detail/98365	Hereditary stomatocytosis
DISEASE:12999	98364	Orphanet	https://www.orpha.net/en/disease/detail/98364	Rare constitutional hemolytic anemia due to a red cell membrane anomaly
DISEASE:13000	98363	Orphanet	https://www.orpha.net/en/disease/detail/98363	Rare hemolytic anemia
DISEASE:13005	573278	Orphanet	https://www.orpha.net/en/disease/detail/573278	Split cord malformation
DISEASE:13009	98468	Orphanet	https://www.orpha.net/en/disease/detail/98468	 Congenital muscular dystrophy due to extracellular matrix protein anomaly
DISEASE:13012	98482	Orphanet	https://www.orpha.net/en/disease/detail/98482	Idiopathic inflammatory myopathy
DISEASE:13015	572361	Orphanet	https://www.orpha.net/en/disease/detail/572361	Blepharophimosis-ptosis-epicanthus inversus syndrome type 2
DISEASE:13016	98429	Orphanet	https://www.orpha.net/en/disease/detail/98429	Rare coagulation disorder
DISEASE:13017	98428	Orphanet	https://www.orpha.net/en/disease/detail/98428	Secondary polycythemia
DISEASE:13019	98434	Orphanet	https://www.orpha.net/en/disease/detail/98434	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1
DISEASE:13021	572543	Orphanet	https://www.orpha.net/en/disease/detail/572543	RFVT2-related riboflavin transporter deficiency
DISEASE:13022	572550	Orphanet	https://www.orpha.net/en/disease/detail/572550	RFVT3-related riboflavin transporter deficiency
DISEASE:13025	572798	Orphanet	https://www.orpha.net/en/disease/detail/572798	WARS2-related combined oxidative phosphorylation defect
DISEASE:13026	572761	Orphanet	https://www.orpha.net/en/disease/detail/572761	DONSON-related microcephaly-short stature-limb abnormalities spectrum
DISEASE:13027	572768	Orphanet	https://www.orpha.net/en/disease/detail/572768	Microcephaly-Micromelia syndrome
DISEASE:13028	98523	Orphanet	https://www.orpha.net/en/disease/detail/98523	Non-syndromic pontocerebellar hypoplasia
DISEASE:13029	98519	Orphanet	https://www.orpha.net/en/disease/detail/98519	Posterior fossa malformation
DISEASE:13030	98520	Orphanet	https://www.orpha.net/en/disease/detail/98520	 Cystic malformation of the posterior fossa
DISEASE:13031	98531	Orphanet	https://www.orpha.net/en/disease/detail/98531	 Tauopathy with a major tau doublet at 60 and 64 kDa
DISEASE:13032	98532	Orphanet	https://www.orpha.net/en/disease/detail/98532	 Tauopathy with a major tau at 60 kDa
DISEASE:13033	98534	Orphanet	https://www.orpha.net/en/disease/detail/98534	Neurodegenerative disease with dementia
